"School Name","Official School Name","Address Line1","Address Line2","City","State","Zip Code 5","Zip Code 4","Mailing Address Line1","Mailing Address Line2","Mailing City","Mailing State","Mailing Zip Code 5","Mailing Zip Code 4","LEA Number","School Number","Federal School Number"
"Dabney Elementary","Dabney Elementary School","150 Lanning Road","-","Henderson","NC","27537","9796","-","-","-","-","-","-","910","910314","370465001815"
"Vance County Middle School","Vance County Middle School","293 Warrenton Road","-","Henderson","NC","27536","-","-","-","-","-","-","-","910","910316","370465001816"
"New Hope Elementary","New Hope Elementary School","10199 NC 39 Hwy N","-","Henderson","NC","27537","9406","-","-","-","-","-","-","910","910340","370465001819"
"E O Young Jr Elementary","E O Young Jr Elementary School","6655 Broad Street","-","Henderson","NC","27537","0160","-","-","-","-","-","-","910","910346","370465002071"
"Pinkston Street Elementary","Pinkston Street Elementary School","855 Adams St","-","Henderson","NC","27536","4440","-","-","-","-","-","-","910","910356","370465001821"
"E M Rollins Elementary","E M Rollins Elementary School","1600 S Garnett St","-","Henderson","NC","27536","4068","-","-","-","-","-","-","910","910360","370465001822"
"AdVance Academy","AdVance Academy ","219 Charles Street","-","Henderson","NC","27536","-","-","-","-","-","-","-","910","910368","370465001993"
"Vance Virtual Village Academy","Vance Virtual Village Academy","219 Charles Street","-","Henderson","NC","27536","-","-","-","-","-","-","-","910","910369","370465003550"
"Vance County High School","Vance County High School","925 Garrett Road","-","Henderson","NC","27537","9519","-","-","-","-","-","-","910","910370","370465001823"
"L B Yancey Elementary","L B Yancey Elementary School","311 Hawkins Drive","-","Henderson","NC","27536","0311","-","-","-","-","-","-","910","910376","370465001824"
"Zeb Vance Elementary","Zeb Vance Elementary School","4800 Raleigh Road","-","Kittrell","NC","27544","9801","-","-","-","-","-","-","910","910380","370465001825"
"Vance Co Early College","Vance County Early College High School","200 Community College Rd","-","Henderson","NC","27537","-","PO Box 917","-","Henderson","NC","27536","-","910","910382","370465003024"
"STEM Early High","STEM Early High School","219 Charles Street","-","Henderson","NC","27536","-","-","-","-","-","-","-","910","910384","370465003308"
"Vance Charter School","Vance Charter School","2090 ROSS MILL ROAD","-","Henderson","NC","27537","-","-","-","-","-","-","-","91A","91A000","370009602486"
"Henderson Collegiate","Henderson Collegiate","1071 Old Epsom Rd","-","Henderson","NC","27536","-","-","-","-","-","-","-","91B","91B000","370031903193"
"River Bend Elementary","River Bend Elementary","6710 Perry Creek Road","-","Raleigh","NC","27616","-","-","-","-","-","-","-","920","920302","370472002861"
"Abbotts Creek Elementary","Abbotts Creek Elementary School","9900 Durant Road","-","Raleigh","NC","27614","-","-","-","-","-","-","-","920","920303","370472003241"
"Adams Elementary","Adams Elementary","805 Cary Towne Blvd","-","Cary","NC","27511","-","-","-","-","-","-","-","920","920304","370472001826"
"Herbert Akins Rd Elementary","Herbert Akins Road Elementary","2255 Herbert Akins Rd","-","Fuquay-Varina","NC","27526","-","-","-","-","-","-","-","920","920306","370472003120"
"Alston Ridge Elementary","Alston Ridge Elementary School","11555 Green Level Church Rd.","-","Cary","NC","27519","-","-","-","-","-","-","-","920","920307","370472003214"
"Apex Elementary","Apex Elementary","700 Tingen Road","-","Apex","NC","27502","-","-","-","-","-","-","-","920","920308","370472001827"
"Alston Ridge Middle","Alston Ridge Middle","7833 Fussell Avenue","-","Cary","NC","27519","-","-","-","-","-","-","-","920","920309","370472003491"
"Apex Middle","Apex Middle","400 East Moore Street","-","Apex","NC","27502","-","-","-","-","-","-","-","920","920312","370472001828"
"Apex Friendship Elementary","Apex Friendship Elementary","7901 Humie Olive Road","-","Apex","NC","27502","-","-","-","-","-","-","-","920","920314","370472003624"
"Apex Friendship Middle","Apex Friendship Middle","7701 Humie Olive Rd","-","Apex","NC","27502","-","-","-","-","-","-","-","920","920315","370472003470"
"Apex High","Apex High","1501 Laura Duncan Road","-","Apex","NC","27502","-","-","-","-","-","-","-","920","920316","370472001829"
"Apex Friendship High","Apex Friendship High","7801 Humie Olive Rd","-","Apex","NC","27502","-","-","-","-","-","-","-","920","920317","370472003351"
"Athens Drive High","Athens Drive High","1420 Athens Drive","-","Raleigh","NC","27606","-","-","-","-","-","-","-","920","920318","370472001830"
"Aversboro Elementary","Aversboro Elementary","1605 Aversboro Rd","-","Garner","NC","27529","4550","-","-","-","-","-","-","920","920320","370472001831"
"Longview","Longview","318 N King Charles Rd","-","Raleigh","NC","27610","2299","-","-","-","-","-","-","920","920324","370472002254"
"Banks Road Elementary","Banks Road Elementary","10225 Chambers Rd","-","Raleigh","NC","27603","-","-","-","-","-","-","-","920","920325","370472003132"
"Baileywick Road Elementary","Baileywick Road Elementary","9425 Baileywick Road","-","Raleigh","NC","27615","-","-","-","-","-","-","-","920","920326","370472002006"
"Ballentine Elementary","Ballentine Elementary","1651 North McLaurin Lane","-","Fuquay Varina","NC","27526","-","-","-","-","-","-","-","920","920327","370472002652"
"Baucom Elementary","Baucom Elementary","400 Hunter St","-","Apex","NC","27502","1320","-","-","-","-","-","-","920","920328","370472001834"
"Barwell Road Elementary","Barwell Road Elementary","3925 Barwell Road","-","Raleigh","NC","27610","-","-","-","-","-","-","-","920","920329","370472002854"
"Barton Pond Elementary","Barton Pond Elementary","12004 Strickland Road","-","Raleigh","NC","27613","-","-","-","-","-","-","-","920","920330","370472003625"
"Beaverdam Elementary","Beaverdam Elementary School","3591 Tarheel Club Rd","-","Raleigh","NC","27604","-","-","-","-","-","-","-","920","920332","370472003381"
"Brassfield Elementary","Brassfield Road Elementary","2001 Brassfield Rd","-","Raleigh","NC","27614","9453","-","-","-","-","-","-","920","920334","370472002221"
"Brentwood Elementary","Brentwood Elementary","3426 Ingram Dr","-","Raleigh","NC","27604","2536","-","-","-","-","-","-","920","920336","370472001836"
"Briarcliff Elementary","Briarcliff Elementary","1220 Pond St","-","Cary","NC","27511","4418","-","-","-","-","-","-","920","920340","370472001837"
"Brier Creek Elementary","Brier Creek Elementary","9801 Brier Creek Parkway","-","Raleigh","NC","27617","-","-","-","-","-","-","-","920","920342","370472002887"
"Brooks Elementary","Brooks Elementary","700 Northbrook Drive","-","Raleigh","NC","27609","5514","-","-","-","-","-","-","920","920344","370472001838"
"Needham Broughton High","Needham Broughton High","723 Saint Marys St","-","Raleigh","NC","27605","1424","-","-","-","-","-","-","920","920348","370472001839"
"Bryan Road Elementary","Bryan Road Elementary","8317 Bryan Rd ","-","Garner","NC","27529","-","-","-","-","-","-","-","920","920349","370472003471"
"Buckhorn Creek Elementary","Buckhorn Creek Elementary","5651 Honeycutt Rd","-","Holly Springs ","NC","27540","-","-","-","-","-","-","-","920","920351","370472003473"
"Bugg Elementary","Bugg Elementary","825 Cooper Rd","-","Raleigh","NC","27610","3799","-","-","-","-","-","-","920","920352","370472001840"
"Carnage Middle","Carnage Middle","1425 Carnage Dr","-","Raleigh","NC","27610","3909","-","-","-","-","-","-","920","920356","370472001841"
"Carpenter Elementary","Carpenter Elementary","2100 Morrisville Parkway","-","Cary","NC","27519","-","-","-","-","-","-","-","920","920358","370472002864"
"Carroll Middle","Carroll Middle","4520 Six Forks Rd","-","Raleigh","NC","27609","5710","-","-","-","-","-","-","920","920360","370472001842"
"Carver Elementary","Carver Elementary","291 Liles-Dean Rd","-","Wendell","NC","27591","9034","-","-","-","-","-","-","920","920362","370472002187"
"Cary Elementary","Cary Elementary","400 Kildaire Farm Road","-","Cary","NC","27511","-","-","-","-","-","-","-","920","920364","370472001843"
"Cary High","Cary High","638 Walnut St","-","Cary","NC","27511","4224","-","-","-","-","-","-","920","920368","370472001844"
"Cedar Fork Elementary","Cedar Fork Elementary","1050 Town Hall Drive","-","Morrisville","NC","27560","-","-","-","-","-","-","-","920","920369","370472002802"
"Centennial Campus Middle","Centennial Campus Middle","1900 Main Campus Drive","-","Raleigh","NC","27606","-","-","-","-","-","-","-","920","920370","370472002555"
"Combs Elementary","Combs Elementary","2001 Lorimer Rd","-","Raleigh","NC","27606","2661","-","-","-","-","-","-","920","920376","370472001846"
"Conn Elementary","Conn Elementary","1220 Brookside Drive","-","Raleigh","NC","27604","-","-","-","-","-","-","-","920","920380","370472001847"
"Connections Academy","Connections Academy","1280 Buck Jones Rd","-","Cary","NC","27606","-","-","-","-","-","-","-","920","920381","370472003445"
"Creech Road Elementary","Creech Road Elementary","450 Creech Rd","-","Garner","NC","27529","2908","-","-","-","-","-","-","920","920384","370472000027"
"Crossroads FLEX ","Crossroads FLEX","5651 Dillard Dr","-","Cary","NC","27518","-","-","-","-","-","-","-","920","920386","370472003402"
"Oberlin Middle","Oberlin Middle","2816 Oberlin Rd","-","Raleigh","NC","27608","1220","-","-","-","-","-","-","920","920388","370472001849"
"Davis Drive Elementary","Davis Drive Elementary","2151 Davis Drive","-","Cary","NC","27519","-","-","-","-","-","-","-","920","920390","370472001669"
"Davis Drive Middle","Davis Drive Middle","2101 Davis Drive","-","Cary","NC","27519","-","-","-","-","-","-","-","920","920391","370472002031"
"Dillard Drive Elementary","Dillard Drive Elementary","5018 Dillard Drive","-","Raleigh","NC","27606","-","-","-","-","-","-","-","920","920393","370472002487"
"Dillard Drive Middle","Dillard Drive Middle","5200 Dillard Drive","-","Raleigh","NC","27606","-","-","-","-","-","-","-","920","920394","370472002488"
"Douglas Elementary","Douglas Elementary","600 Ortega Rd","-","Raleigh","NC","27609","5957","-","-","-","-","-","-","920","920396","370472001851"
"Durant Road Elementary","Durant Road Elementary","9901 Durant Rd","-","Raleigh","NC","27614","9369","-","-","-","-","-","-","920","920398","370472000075"
"Durant Road Middle","Durant Road Middle","10401 Durant Rd","-","Raleigh","NC","27614","9369","-","-","-","-","-","-","920","920399","370472000942"
"Reedy Creek Middle","Reedy Creek Middle","930 Reedy Creek Road","-","Cary","NC","27513","-","-","-","-","-","-","-","920","920400","370472001852"
"East Cary Middle","East Cary Middle","1111 SE Maynard Road","-","Cary","NC","27511","-","-","-","-","-","-","-","920","920402","370472002830"
"East Garner Elementary","East Garner Elementary","5545 Jones Sausage Road","-","Garner","NC","27529","-","-","-","-","-","-","-","920","920403","370472002837"
"East Garner Middle","East Garner Middle","6301 Jones Sausage Rd","-","Garner","NC","27529","-","-","-","-","-","-","-","920","920404","370472001853"
"East Millbrook Middle","East Millbrook Middle","3801 Spring Forest Rd","-","Raleigh","NC","27616","4605","-","-","-","-","-","-","920","920408","370472001854"
"Neuse River Middle","Neuse River Middle","2700 Old Milburnie Rd","-","Raleigh","NC","27604","9540","-","-","-","-","-","-","920","920410","370472002255"
"East Wake High","East Wake High School","5101 Rolesville Rd","-","Wendell","NC","27591","-","-","-","-","-","-","-","920","920411","370472001855"
"Enloe High","William G Enloe High","128 Clarendon Crescent","-","Raleigh","NC","27610","2408","-","-","-","-","-","-","920","920412","370472002055"
"Forestville Road Elementary","Forestville Road Elementary","100 Lawson Ridge Road","-","Knightdale","NC","27545","-","-","-","-","-","-","-","920","920413","370472002742"
"Farmington Woods Elementary","Farmington Woods Elementary","1413 Hampton Valley Rd","-","Cary","NC","27511","4548","-","-","-","-","-","-","920","920414","370472001857"
"Fox Road Elementary","Fox Road Elementary","7101 Fox Rd","-","Raleigh","NC","27616","-","-","-","-","-","-","-","920","920415","370472002222"
"Fuller Elementary","Fuller Elementary","806 Calloway Drive","-","Raleigh","NC","27610","-","-","-","-","-","-","-","920","920416","370472001858"
"Forest Pines Drive Elementary","Forest Pines Drive Elementary","11455 Forest Pines Drive","-","Raleigh","NC","27614","-","-","-","-","-","-","-","920","920417","370472002803"
"Fuquay-Varina Elementary","Fuquay-Varina Elementary","6600 Johnson Pond Rd","-","Fuquay-Varina","NC","27526","9036","-","-","-","-","-","-","920","920420","370472001859"
"Fuquay-Varina Middle","Fuquay-Varina Middle","1201 Bowling Road","-","Fuquay-Varina","NC","27526","-","-","-","-","-","-","-","920","920424","370472001860"
"Fuquay-Varina High","Fuquay-Varina High","201 Bengal Blvd","-","Fuquay-Varina","NC","27526","1603","-","-","-","-","-","-","920","920428","370472001861"
"Herbert Akins Road Middle","Herbert Akins Road Middle","2275 Herbert Akins Road","-","Fuquay-Varina","NC","27526","-","-","-","-","-","-","-","920","920435","370472003626"
"Garner High","Garner High","2101 Spring Drive","-","Garner","NC","27529","3423","-","-","-","-","-","-","920","920436","370472001863"
"Green Level High","Green Level High School","7600 Roberts Rd","-","Cary","NC","27519","-","-","-","-","-","-","-","920","920437","370472003495"
"River Oaks Middle","River Oaks Middle","4700 New Bern Ave","-","Raleigh","NC","27610","-","-","-","-","-","-","-","920","920438","370472002804"
"Green Hope Elementary","Green Hope Elementary","2700 Louis Stephens Drive","-","Cary","NC","27519","-","-","-","-","-","-","-","920","920439","370472002556"
"Green Elementary","Green Elementary","5307 Six Forks Road","-","Raleigh","NC","27609","-","-","-","-","-","-","-","920","920440","370472001864"
"Green Hope High","Green Hope High","2500 Carpenter Upchurch Road","-","Cary","NC","27519","-","-","-","-","-","-","-","920","920441","370472002489"
"Hilburn Drive Academy","Hilburn Drive Academy","7100 Hilburn Drive","-","Raleigh","NC","27613","-","-","-","-","-","-","-","920","920442","370472002033"
"Highcroft Elementary","Highcroft Elementary","5415 Highcroft Drive","-","Cary","NC","27519","-","-","-","-","-","-","-","920","920443","370472002743"
"Heritage Middle","Heritage Middle","3400 Rogers Road","-","Wake Forest","NC","27587","-","-","-","-","-","-","-","920","920444","370472002682"
"Heritage High","Heritage High School","1150 Forestville Road","-","Wake Forest","NC","27587","-","-","-","-","-","-","-","920","920445","370472003226"
"Hodge Road Elementary","Hodge Road Elementary","2128 Mingo Bluff Boulevard","-","Knightdale","NC","27545","-","-","-","-","-","-","-","920","920446","370472001677"
"Holly Springs Elementary","Holly Springs Elementary","401 Holly Springs Road","-","Holly Springs","NC","27540","-","-","-","-","-","-","-","920","920447","370472002035"
"Hunter Elementary","Hunter Elementary","1018 E Davie St","-","Raleigh","NC","27601","1624","-","-","-","-","-","-","920","920448","370472001866"
"Holly Ridge Elementary","Holly Ridge Elementary","900 Holly Springs Road","-","Holly Springs","NC","27540","-","-","-","-","-","-","-","920","920449","370472002683"
"Holly Ridge Middle","Holly Ridge Middle","950 Holly Springs Road","-","Holly Springs","NC","27540","-","-","-","-","-","-","-","920","920450","370472002684"
"Harris Creek Elementary","Harris Creek Elementary","3829 Forestville Road","-","Raleigh","NC","27616","-","-","-","-","-","-","-","920","920451","370472002805"
"Jeffreys Grove Elementary","Jeffreys Grove Elementary","6119 Creedmoor Rd","-","Raleigh","NC","27612","-","-","-","-","-","-","-","920","920452","370472001867"
"Jones Dairy Elementary","Jones Dairy Elementary","1100 Jones Dairy Road","-","Wake Forest","NC","27587","-","-","-","-","-","-","-","920","920453","370472002744"
"Heritage Elementary","Heritage Elementary","3500 Rogers Road","-","Wake Forest","NC","27587","-","-","-","-","-","-","-","920","920454","370472002038"
"Holly Springs High","Holly Springs High","5329 Cass Holt Road","-","Holly Springs","NC","27540","-","-","-","-","-","-","-","920","920455","370472002847"
"Joyner Elementary","Joyner Elementary","2300 Lowden St.","-","Raleigh","NC","27608","1726","-","-","-","-","-","-","920","920456","370472001868"
"Holly Grove Elementary","Holly Grove Elementary","1451 Avent Ferry Road","-","Holly Springs","NC","27540","-","-","-","-","-","-","-","920","920457","370472002899"
"Holly Grove Middle","Holly Grove Middle School","1401 Avent Ferry Road","-","Holly Springs","NC","27540","-","-","-","-","-","-","-","920","920458","370472003208"
"Hortons Creek Elementary","Hortons Creek Elementary School","7615 O'Kelly Chapel Rd","-","Cary","NC","27519","-","-","-","-","-","-","-","920","920459","370472003414"
"Kingswood Elementary","Kingswood Elementary","200 E. Johnson Street","-","Cary","NC","27513","-","-","-","-","-","-","-","920","920460","370472001869"
"Knightdale Elementary","Knightdale Elementary","109 Ridge St ","-","Knightdale","NC","27545","-","-","-","-","-","-","-","920","920464","370472001870"
"Knightdale High","Knightdale High","100 Bryan Chalk Lane","-","Knightdale","NC","27545","-","-","-","-","-","-","-","920","920466","370472002745"
"Laurel Park Elementary","Laurel Park Elementary","2450 Laura Duncan Rd","-","Apex","NC","27523","-","-","-","-","-","-","-","920","920467","370472003019"
"Lacy Elementary","Lacy Elementary","2001 Lake Boone Trail","-","Raleigh","NC","27607","6766","-","-","-","-","-","-","920","920468","370472001871"
"Leesville Road Elementary","Leesville Road Elementary","8402 Pride Way","-","Raleigh","NC","27613","1004","-","-","-","-","-","-","920","920469","370472000077"
"Lead Mine Elementary","Lead Mine Elementary","8301 Old Leadmine Rd","-","Raleigh","NC","27615","2930","-","-","-","-","-","-","920","920470","370472002281"
"Leesville Road Middle","Leesville Road Middle","8406 Pride Way","-","Raleigh","NC","27613","1004","-","-","-","-","-","-","920","920471","370472002317"
"Ligon Middle","Ligon Middle","706 E Lenoir St","-","Raleigh","NC","27601","2029","-","-","-","-","-","-","920","920472","370472001872"
"Leesville Road High","Leesville Road High","8410 Pride Way","-","Raleigh","NC","27613","1004","-","-","-","-","-","-","920","920473","370472000944"
"Lake Myra Elementary","Lake Myra Elementary","1300 Elk Falls Rd","-","Wendell","NC","27591","-","-","-","-","-","-","-","920","920474","370472003156"
"Lincoln Heights Elementary","Lincoln Heights Elementary","307 Bridge St","-","Fuquay-Varina","NC","27526","1805","-","-","-","-","-","-","920","920476","370472001873"
"Lockhart Elementary","Lockhart Elementary","1320 N Smithfield Rd","-","Knightdale","NC","27545","-","-","-","-","-","-","-","920","920480","370472001874"
"Lufkin Road Middle","Lufkin Road Middle","1002 Lufkin Road","-","Apex","NC","27539","-","-","-","-","-","-","-","920","920484","370472002490"
"Lynn Road Elementary","Lynn Road Elementary","1601 Lynn Rd","-","Raleigh","NC","27612","6820","-","-","-","-","-","-","920","920488","370472001876"
"Martin Middle","Martin Middle","1701 Ridge Rd","-","Raleigh","NC","27607","6737","-","-","-","-","-","-","920","920492","370472001877"
"Middle Creek Elementary","Middle Creek Elementary","110 Middle Creek Park Avenue","-","Apex","NC","27539","-","-","-","-","-","-","-","920","920494","370472002557"
"Middle Creek High","Middle Creek High","123 Middle Creek Park Avenue","-","Apex","NC","27539","-","-","-","-","-","-","-","920","920495","370472002653"
"Millbrook Elementary","Millbrook Elementary","1520 E Millbrook Rd","-","Raleigh","NC","27609","4889","-","-","-","-","-","-","920","920496","370472001878"
"Millbrook High","Millbrook High","2201 Spring Forest Rd","-","Raleigh","NC","27615","7536","-","-","-","-","-","-","920","920500","370472001879"
"Mills Park Elementary","Mills Park Elementary","509 Mills Park Dr","-","Cary","NC","27519","-","-","-","-","-","-","-","920","920501","370472003012"
"Mills Park Middle","Mills Park Middle School","441 Mills Park Drive","-","Cary","NC","27519","-","-","-","-","-","-","-","920","920502","370472003205"
"Morrisville Elementary","Morrisville Elementary","1519 Morrisville Pkwy","-","Morrisville","NC","27560","9376","-","-","-","-","-","-","920","920504","370472002318"
"Moore Square Middle","Moore Square Middle","301 South Person Street","-","Raleigh","NC","27601","-","-","-","-","-","-","-","920","920506","370472002654"
"Mount Vernon","Mount Vernon","5418 Chapel Hill Rd","-","Raleigh","NC","27607","5139","-","-","-","-","-","-","920","920508","370472002104"
"North Garner Middle","North Garner Middle","720 Powell Dr","-","Garner","NC","27529","3164","-","-","-","-","-","-","920","920512","370472001882"
"North Forest Pines Elementary","North Forest Pines Elementary","11501 Forest Pines Drive","-","Raleigh","NC","27614","-","-","-","-","-","-","-","920","920514","370472002824"
"North Ridge Elementary","North Ridge Elementary","7120 Harps Mill Road","-","Raleigh","NC","27615","-","-","-","-","-","-","-","920","920516","370472001883"
"North Wake College and Career Academy","North Wake College and Career Academy","931 Durham Rd","-","Wake Forest","NC","27587","-","-","-","-","-","-","-","920","920518","370472003410"
"Northwoods Elementary","Northwoods Elementary","8850 Chapel Hill Road","-","Cary","NC","27513","-","-","-","-","-","-","-","920","920520","370472001884"
"Oakview Elementary","Oakview Elementary School","11500 Holly Springs New Hill Rd","-","Apex","NC","27539","-","-","-","-","-","-","-","920","920521","370472003380"
"Oak Grove Elementary","Oak Grove Elementary","10401 Penny Road","-","Raleigh","NC","27606","-","-","-","-","-","-","-","920","920522","370472001311"
"Olive Chapel Elementary","Olive Chapel Elementary","1751 Olive Chapel Road","-","Apex","NC","27502","-","-","-","-","-","-","-","920","920523","370472002354"
"Olds Elementary","Olds Elementary","204 Dixie Trail","-","Raleigh","NC","27607","-","-","-","-","-","-","-","920","920524","370472001885"
"Partnership Elementary","Partnership Elementary","601 Devereux Street","-","Raleigh","NC","27605","-","-","-","-","-","-","-","920","920525","370472002414"
"Panther Creek High","Panther Creek High","6770 McCrimmon Parkway","-","Cary","NC","27519","-","-","-","-","-","-","-","920","920526","370472002810"
"Parkside Elementary","Parkside Elementary","332 Parkside Valley Dr","-","Morrisville","NC","27560","-","-","-","-","-","-","-","920","920527","370472003494"
"Phillips High","Phillips High","1923 Milburnie Rd","-","Raleigh","NC","27610","2209","-","-","-","-","-","-","920","920528","370472002188"
"Pine Hollow Middle","Pine Hollow Middle School","5365 Bartram Place","-","Raleigh","NC","27617","-","-","-","-","-","-","-","920","920529","370472003379"
"Penny Road Elementary","Penny Road Elementary","10900 Penny Rd","-","Cary","NC","27518","-","-","-","-","-","-","-","920","920530","370472002223"
"Pleasant Union Elementary","Pleasant Union Elementary","1900 Pleasant Union Church Road","-","Raleigh","NC","27614","-","-","-","-","-","-","-","920","920531","370472000198"
"Poe Elementary","Poe Elementary","400 Peyton St","-","Raleigh","NC","27610","3435","-","-","-","-","-","-","920","920532","370472001887"
"Pleasant Grove Elementary","Pleasant Grove Elementary School","3605 Pleasant Grove Church Rd","-","Morrisville","NC","27560","-","-","-","-","-","-","-","920","920533","370472003378"
"Powell Elementary","Powell Elementary","1130 Marlborough Rd","-","Raleigh","NC","27610","1125","-","-","-","-","-","-","920","920536","370472001888"
"Rand Road Elementary","Rand Road Elementary","300 Arbor Greene Dr","-","Garner","NC","27529","9743","-","-","-","-","-","-","920","920540","370472002282"
"Reedy Creek Elementary","Reedy Creek Elementary","940 Reedy Creek Road","-","Cary","NC","27513","-","-","-","-","-","-","-","920","920542","370472002491"
"Richland Creek Elementary","Richland Creek Elementary School","840 Wallridge Drive","-","Wake Forest","NC","27587","-","-","-","-","-","-","-","920","920543","370472003238"
"Rolesville Elementary","Rolesville Elementary","307 S Main St","-","Rolesville","NC","27571","-","-","-","-","-","-","-","920","920544","370472001890"
"Rolesville Middle","Rolesville Middle School","4700 Burlington Mills Road","-","Rolesville ","NC","27571","-","-","-","-","-","-","-","920","920545","370472003240"
"Rolesville High","Rolesville High School","1099 East Young St","-","Rolesville ","NC","27571","-","-","-","-","-","-","-","920","920546","370472003276"
"Rogers Lane Elementary","Rogers Lane Elementary School","201 North Rogers Lane","-","Raleigh","NC","27610","-","-","-","-","-","-","-","920","920547","370472003411"
"Root Elementary","Root Elementary","3202 Northampton Street","-","Raleigh","NC","27609","6926","-","-","-","-","-","-","920","920548","370472001891"
"River Bend Middle","River Bend Middle School","5601 Wallace Martin Way","-","Raleigh","NC","27616","-","-","-","-","-","-","-","920","920549","370472003412"
"Salem Elementary","Salem Elementary","6116 Old Jenks Road","-","Apex","NC","27523","-","-","-","-","-","-","-","920","920550","370472002558"
"Salem Middle","Salem Middle","6150 Old Jenks Road","-","Apex","NC","27523","-","-","-","-","-","-","-","920","920551","370472002746"
"Sanderson High","Sanderson High","5500 Dixon Drive","-","Raleigh","NC","27609","4202","-","-","-","-","-","-","920","920552","370472001892"
"Sanford Creek Elementary","Sanford Creek Elementary","701 Granite Falls Blvd","-","Rolesville","NC","27571","-","-","-","-","-","-","-","920","920554","370472002813"
"SCORE Academy","SCORE Academy","5651 Dillard Dr","-","Cary ","NC","27518","-","-","-","-","-","-","-","920","920556","370472003444"
"Scotts Ridge Elementary","Scotts Ridge Elementary","6601 Apex Barbecue Rd","-","Apex","NC","27502","-","-","-","-","-","-","-","920","920557","370472003352"
"South Lakes Elementary","South Lakes Elementary","1449 Old Honeycutt Road","-","Fuquay-Varina","NC","27526","-","-","-","-","-","-","-","920","920559","370472003519"
"Smith Elementary","Smith Elementary","1101 Maxwell Drive","-","Raleigh","NC","27603","-","-","-","-","-","-","-","920","920560","370472001894"
"South Garner High","South Garner High","8228 Hebron Church Rd","-","Garner","NC","27529","-","-","-","-","-","-","-","920","920561","370472003472"
"Southeast Raleigh High","Southeast Raleigh High","2600 Rock Quarry Road","-","Raleigh","NC","27610","-","-","-","-","-","-","-","920","920562","370472002355"
"Southeast Raleigh Elementary","Southeast Raleigh Elementary","1436 Rock Quarry Rd","-","Raleigh","NC","27610","-","-","-","-","-","-","-","920","920563","370472003490"
"Stough Elementary","Stough Elementary","4210 Edwards Mill Road","-","Raleigh","NC","27612","-","-","-","-","-","-","-","920","920564","370472001895"
"Swift Creek Elementary","Swift Creek Elementary","5601 Tryon Rd","-","Raleigh","NC","27606","4451","-","-","-","-","-","-","920","920568","370472001896"
"Sycamore Creek Elementary","Sycamore Creek Elementary","10921 Leesville Rd","-","Raleigh","NC","27613","-","-","-","-","-","-","-","920","920569","370472003028"
"Timber Drive Elementary","Timber Drive Elementary","1601 Timber Drive","-","Garner","NC","27529","-","-","-","-","-","-","-","920","920570","370472002356"
"Turner Creek Elementary","Turner Creek Elementary","6801 Turner Creek Road","-","Cary","NC","27519","-","-","-","-","-","-","-","920","920571","370472002747"
"Underwood Elementary","Underwood Elementary","1614 Glenwood Avenue","-","Raleigh","NC","27608","-","-","-","-","-","-","-","920","920572","370472001897"
"Vance Elementary","Vance Elementary","8808 Old Stage Rd","-","Raleigh","NC","27603","9533","-","-","-","-","-","-","920","920576","370472001898"
"Vandora Springs Elementary","Vandora Springs Elementary","1300 Vandora Springs Road","-","Garner","NC","27529","-","-","-","-","-","-","-","920","920580","370472001899"
"Vernon Malone College and Career Academy","Vernon Malone College and Career Academy","2200 S Wilmington St","-","Raleigh","NC","27603","-","-","-","-","-","-","-","920","920581","370472003345"
"Wake STEM Early College High School","Wake STEM Early College High School","2205 Walnut Street","-","Cary","NC","27518","-","-","-","-","-","-","-","920","920582","370472003192"
"Wake Early College of Health and Science","Wake Early College of Health and Science","2901 Holston Lane","-","Raleigh","NC","27610","-","-","-","-","-","-","-","920","920583","370472002866"
"Wake Forest Elementary","Wake Forest Elementary","406 S Main Street","-","Wake Forest","NC","27587","2524","-","-","-","-","-","-","920","920584","370472001900"
"Wake Young Men's Leadership Academy","Wake Young Men's Leadership Academy","567 East Hargett St","-","Raleigh","NC","27601","-","-","-","-","-","-","-","920","920585","370472003239"
"Wake Young Women's Leadership Academy","Wake Young Women's Leadership Academy","301 Ashe Avenue","Governor Morehead","Raleigh","NC","27606","-","-","-","-","-","-","-","920","920586","370472003237"
"Wake EC of Information & Biotechnologies","Wake Early College of Information and Biotechnologies","Wake Tech Community College","RTP Campus/ 10908 Chapel Hill Rd","Morrisville","NC","27560","-","-","-","-","-","-","-","920","920587","370472003637"
"Wake Forest High School","Wake Forest High School","420 West Stadium Drive","-","Wake Forest","NC","27587","2599","-","-","-","-","-","-","920","920588","370472001901"
"Wake Forest Middle School","Wake Forest Middle School","1800 S Main St","-","Wake Forest","NC","27587","9288","-","-","-","-","-","-","920","920592","370472001902"
"Wakefield Elementary","Wakefield Elementary","2400 Wakefield Pines Drive","-","Raleigh","NC","27614","-","-","-","-","-","-","-","920","920593","370472002492"
"Wakefield Middle","Wakefield Middle","2300 Wakefield Pines Drive","-","Raleigh","NC","27614","-","-","-","-","-","-","-","920","920594","370472002559"
"Wakefield High","Wakefield High","2200 Wakefield Pines Drive","-","Raleigh","NC","27614","-","-","-","-","-","-","-","920","920595","370472002560"
"Washington Elementary","Washington Elementary","1000 Fayetteville St","-","Raleigh","NC","27601","2525","-","-","-","-","-","-","920","920596","370472001903"
